12,21,28,37,40,43,47
1,14,16,20,26,32,34
16,17,19,22,31,47,49
3,6,8,17,21,28,34
1,8,10,24,26,37,45
11,21,22,24,26,36,43
13,16,20,35,37,43,49
1,9,17,19,25,27,38
9,12,13,14,28,39,41
5,6,27,28,31,41,45
1,6,15,32,42,45,46
6,8,15,24,26,39,44
9,17,27,30,31,34,42
4,14,24,41,42,44,48
6,9,22,23,36,38,47
2,11,20,22,33,40,43
19,20,26,31,34,39,48
6,7,8,9,17,23,30
5,11,14,17,28,41,47
20,21,22,34,42,43,45
7,26,27,31,32,33,42
13,15,21,24,25,36,48
6,10,13,14,25,41,46
5,8,9,12,22,39,45
6,20,28,29,30,31,46
7,12,28,34,45,46,48
8,15,24,25,27,36,43
4,8,9,20,23,45,46
12,21,28,34,36,45,48
7,11,19,38,40,41,42
1,10,12,20,29,35,47
2,11,19,38,43,45,49
2,7,12,28,29,38,48
9,14,19,21,31,32,40
8,11,14,23,26,42,47
10,12,24,26,34,43,47
1,7,15,18,21,30,45
13,16,17,21,35,40,46
21,22,27,30,39,42,44
7,8,15,19,36,37,41
2,4,5,17,29,39,41
3,13,15,22,33,41,49
1,15,17,25,34,40,41
5,13,20,37,39,40,41
2,5,27,32,35,42,46
2,4,11,19,28,29,38
23,24,29,36,42,43,49
12,14,23,25,31,38,40
1,6,30,40,46,47,49
2,4,16,23,30,32,46
7,14,15,16,21,30,41
4,7,11,19,34,38,48
2,10,13,16,30,33,48
1,30,38,39,44,45,47
1,4,21,24,29,30,46
16,23,24,25,40,46,47
1,7,17,27,32,44,48
6,18,20,37,40,44,46
3,37,38,40,42,43,46
7,11,14,15,19,30,41
7,8,16,18,24,25,46
10,11,23,28,32,34,41
3,7,15,23,29,31,45
7,10,16,35,36,42,45
2,8,10,15,17,20,24
2,8,9,10,24,26,41
4,12,16,27,37,39,44
26,34,38,41,46,48,49
6,9,18,22,25,32,44
1,5,7,13,14,33,46
10,15,21,28,32,36,37
1,14,15,18,26,42,48
6,29,30,31,36,42,45
3,7,12,18,31,33,35
8,9,14,19,28,31,46
15,20,29,39,40,43,46
3,6,13,17,22,25,43
2,14,30,34,38,47,48
10,14,15,16,42,45,48
3,4,7,12,17,26,34
6,18,19,26,37,39,47
2,5,7,13,15,30,38
1,3,6,8,14,20,30
3,12,25,30,42,44,45
8,27,30,32,34,35,42
18,19,32,36,38,40,43
5,13,18,28,31,38,44
7,15,24,25,27,43,47
2,3,5,18,37,38,46
4,7,8,10,16,20,36
5,6,8,13,24,37,46
3,8,11,20,28,36,38
1,23,26,33,35,38,42
13,16,22,26,35,36,39
9,16,17,27,32,38,47
6,9,16,19,20,24,30
1,2,5,10,11,25,34
7,9,24,30,35,42,43
1,3,16,33,34,40,42
1,6,10,16,18,21,31
5,10,11,20,26,38,46
4,6,7,16,18,40,46
12,17,32,36,43,44,49
12,16,24,29,36,40,47
3,5,17,30,36,47,49
2,5,10,11,23,25,31
3,11,16,24,31,39,43
12,13,16,30,32,35,37
5,7,29,35,39,41,49
6,15,18,19,25,44,46
3,9,24,25,28,36,40
9,16,24,30,39,40,45
1,3,14,33,35,39,45
19,30,33,34,36,41,48
8,15,16,21,31,37,39
1,2,4,21,23,35,40
3,4,5,7,31,33,40
1,6,7,16,22,31,33
4,7,20,22,26,28,29
1,10,16,23,29,35,39
6,8,11,16,17,19,24
13,19,37,38,40,43,48
6,10,16,27,38,40,45
7,10,15,23,30,36,44
4,9,18,32,35,38,40
12,28,31,38,40,41,45
7,16,31,35,39,44,48
1,6,9,11,17,37,39
2,13,18,24,27,37,43
6,16,24,32,36,45,47
3,4,11,18,37,42,44
3,6,19,31,34,42,45
2,24,35,38,39,41,48
1,3,10,15,25,28,31
7,8,10,15,24,26,41
11,12,16,22,30,32,49
13,16,24,29,33,40,49
10,26,28,33,34,35,40
7,8,9,16,21,28,48
12,16,19,20,28,34,42
10,11,18,24,26,42,47
2,14,15,24,40,43,44
2,6,12,15,16,22,49
1,7,23,36,37,39,41
6,19,20,25,31,35,36
5,6,10,17,22,36,48
2,6,20,22,30,34,49
6,15,19,26,43,44,49
2,9,23,29,30,34,43
5,9,12,18,24,35,42
3,17,19,20,34,35,43
14,16,17,36,45,46,48
5,12,15,39,44,46,49
2,7,15,38,43,44,47
2,9,12,13,27,28,36
2,12,15,18,21,22,25
5,19,24,34,35,38,43
5,7,10,15,22,45,47
9,19,21,24,39,43,48
8,18,21,27,33,46,49
3,10,19,21,27,35,36
4,6,21,26,30,34,35
10,13,15,18,25,36,47
2,3,8,20,28,31,34
3,6,37,40,42,44,48
2,14,15,17,24,38,40
8,11,12,13,22,33,47
7,12,16,19,21,24,47
9,16,17,19,22,41,43
9,15,17,28,35,39,41
1,2,5,6,38,39,46
5,12,24,31,39,45,49
14,23,24,25,28,41,45
3,8,13,30,38,45,47
5,9,10,32,37,44,46
1,18,19,29,31,32,46
8,16,17,28,32,34,47
2,25,26,37,39,48,49
3,6,16,23,27,28,34
1,9,25,28,32,41,48
7,8,17,18,20,40,41
3,6,10,33,39,48,49
5,11,22,29,38,42,49
3,10,13,23,31,41,45
6,8,10,17,28,29,38
1,5,9,19,27,35,48
8,9,11,22,24,42,46
1,2,5,26,29,36,47
3,4,20,25,30,35,48
1,2,3,15,22,37,41
